"Data Source","World Development Indicators",

"Last Updated Date","2026-07-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Barbados","BRB","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.63577879862184","1.65339692601282","1.65086764756395","1.69642546226098","1.69766527986265","1.67969805116567","1.69137078597246","1.67794365382588","1.80370814484099","1.85739025738052","1.79222263356272","1.79228747250973","1.78088402236651","1.76589213887868","1.8198729152862","1.88220146640531","1.90068924201435","2.00992743808385","2.00756557021579","1.9587518401057","2.00923712144201","2.01888704299927","2.12232563534746","2.1447779998279","2.17185445575247","2.12912761290443","2.11681498966242","2.20044374465942","2.16222667694092","2.1943838596344","2.31882476806641","2.38420343399048","2.22239316630984","2.20778988896636","2.19214431755276","2.19085217304192",
"Brunei Darussalam","BRN","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.610851171103445","0.569400423541882","0.545601880919939","0.521550960094792","0.498357639495867","0.532084027289739","0.517473594348674","0.512241123165646","0.435687224254646","0.474312064940664","0.474829327040094","0.44127956515254","0.43393875674222","0.45238858924303","0.513416282781626","0.599876338253036","0.639799772145151","0.652181179843816","0.742362440971147","0.577416893910284","0.598894488397046","0.70520681142807","0.672622863568453","0.661425097248016","0.639973852632925","0.671476413971766","0.649816136215978","0.627636611461639","0.641614973545074","0.598504781723022","0.530513346195221","0.532498598098755","0.617629885034512","0.519074549641412","0.492102974111551","0.456019597784343",
"Bhutan","BTN","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.66474521043314","5.96937325165765","6.35716712801327","6.73865344723762","7.41202638420718","7.86124126668544","8.34619571093917","9.26368137984263","10.1405829583026","10.6160555961131","11.143924859537","11.4802141494863","11.8884435724604","12.0808040967664","12.2757167525758","12.6737069645616","13.1029454490347","13.3554024696545","13.8375216109326","14.3611306416385","15.3701847843215","16.3968048095703","17.1400516003125","18.1194232386187","18.6523909843043","18.5540349498169","18.7895935012333","19.1576099395752","19.4274578094482","19.5122108459473","18.9579467773438","19.6103916168213","19.369153778128","19.5005312048098","19.9161085202988","19.9848946493305",
"Botswana","BWA","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.865828972401491","0.88086973280117","0.91842361181906","1.01436906407738","1.0871540746226","1.14101952911537","1.30104377743559","1.34281758810683","1.46024862154991","1.64484193010645","1.83633535593967","1.94518711812353","1.93816472378534","1.96258357131938","2.10381479868903","2.35545658040182","2.4557515678525","2.53513044704966","2.72032855141446","3.1121460730955","3.31109057548552","3.65465807914734","3.95658512784439","4.11087054651643","4.26111911097054","4.39801690629992","4.53364620382533","4.68247842788696","4.78663778305054","4.83345651626587","4.73711633682251","4.81988048553467","5.15760054333812","5.06067038467414","5.03362466866926","5.07409138676734",
"Central African Republic","CAF","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","220.156772507555","212.124903062226","213.169761952369","201.085227623362","244.945232207643","263.661687914854","249.747740620028","247.535495265465","243.77066222061","250.187600188594","265.456943410817","260.717086821796","250.638280460309","249.070423143313","231.779476355897","234.145876340015","234.714204555633","232.723708541198","244.483247540606","244.713712747197","251.957359885892","256.761352539063","261.701440157196","253.518099981081","289.523862798561","281.678445462478","277.77130437401","284.033508300781","279.155090332031","267.258697509766","249.863265991211","241.880676269531","239.410836307084","239.121299090532","247.420911394064","246.31590787299",
"Canada","CAN","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.241789","1.237884","1.228105","1.215133","1.207048","1.209018","1.207172","1.200327","1.184866","1.19081","1.228197","1.220053","1.229333","1.225777","1.232603","1.213644","1.205262","1.212177","1.23439","1.202269","1.221672","1.239904","1.244607","1.224","1.230358","1.248042","1.207045","1.212304","1.206524","1.21786","1.201689","1.163492","1.145083","1.139727","1.150472","1.166683",
"Central Europe and the Baltics","CEB","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.932927","1.970833","1.96786","1.966931","1.948616","1.922675","1.887199","1.844032","1.827602","1.802836","1.78866","1.768621","1.70976","1.715154","1.691758","1.686548","1.598858","1.531784","1.493049","1.470105","1.466316","1.397498","1.354072","1.312477","1.281761","1.235456","1.201964","1.187726","1.178866","1.133809","1.104751","1.056712","0.986913","0.999013","0.972889","0.930746",
"Channel Islands","CHI","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170.542989","199.967239","218.526017","236.178634","260.379019","278.809422","278.469518","282.866287","281.901592","284.049363","290.423477","296.176351","301.387054","308.261553","321.276779","333.69","318.574722","323.878962","340.400833","354.325885","359.83702","348.016847","347.228507","349.680536","367.213907","391.178861","397.250703","397.689401","396.229413","397.674408","409.841785","423.013786","434.952253","432.562121","435.778953","453.188563",
